projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments
Al,27.0,Ag,s,0.159,MeV/u,4.369,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,0.308,MeV/u,5.963,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,0.498,MeV/u,6.802,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,0.727,MeV/u,7.042,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,0.981,MeV/u,7.099,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,1.26,MeV/u,7.023,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,1.83,MeV/u,6.741,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,1.982,MeV/u,6.586,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,2.363,MeV/u,6.273,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,2.418,MeV/u,6.126,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,2.853,MeV/u,5.837,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,3.274,MeV/u,5.884,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ag,s,3.669,MeV/u,5.472,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,0.479,MeV/u,11.89,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,0.782,MeV/u,12.75,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,1.142,MeV/u,12.43,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,1.34,MeV/u,12.19,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,1.542,MeV/u,11.85,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,1.766,MeV/u,11.48,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,1.967,MeV/u,11.05,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,2.042,MeV/u,10.93,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,2.304,MeV/u,10.52,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,2.63,MeV/u,9.995,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Al,s,2.841,MeV/u,9.742,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,0.16,MeV/u,4.75,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,0.31,MeV/u,6.16,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,0.5,MeV/u,7.53,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,0.73,MeV/u,8.29,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,0.98,MeV/u,8.65,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,1.16,MeV/u,8.61,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,1.26,MeV/u,8.56,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,1.83,MeV/u,7.96,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,1.98,MeV/u,7.86,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,2.36,MeV/u,7.54,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,2.42,MeV/u,7.32,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,2.85,MeV/u,6.87,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,3.27,MeV/u,6.59,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Cu,s,3.68,MeV/u,6.59,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,0.49,MeV/u,17.962,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,0.797,MeV/u,18.379,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,1.157,MeV/u,17.426,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,1.557,MeV/u,16.163,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,1.981,MeV/u,14.905,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Carbon,s,2.854,MeV/u,13.191,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.12,MeV/u,1.88,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.24,MeV/u,3.08,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.32,MeV/u,3.57,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.41,MeV/u,3.92,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.63,MeV/u,4.48,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.73,MeV/u,4.76,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,0.88,MeV/u,4.69,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,1.16,MeV/u,4.66,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,1.27,MeV/u,4.72,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,1.44,MeV/u,4.6,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,1.73,MeV/u,4.8,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,1.83,MeV/u,4.44,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,2.26,MeV/u,4.33,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Au,s,2.37,MeV/u,4.32,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.13,MeV/u,2.46,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.26,MeV/u,3.57,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.44,MeV/u,4.41,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.66,MeV/u,4.83,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.72,MeV/u,5.06,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.73,MeV/u,4.85,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,0.91,MeV/u,5.01,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.18,MeV/u,5.05,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.25,MeV/u,4.82,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.25,MeV/u,5.1,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.47,MeV/u,5.04,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.75,MeV/u,4.95,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.8,MeV/u,4.9,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,1.82,MeV/u,4.89,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,2.29,MeV/u,4.86,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,2.32,MeV/u,4.77,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
Al,27.0,Ta,s,2.35,MeV/u,4.76,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,0.65,MeV/u,4.657,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,0.668,MeV/u,4.964,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.037,MeV/u,4.303,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.124,MeV/u,4.203,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.484,MeV/u,3.922,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.609,MeV/u,3.528,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.749,MeV/u,3.669,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,1.977,MeV/u,3.362,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,2.065,MeV/u,3.731,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
