projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments
H,1.0,Yb,s,300.0,keV/u,30.15,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,400.0,keV/u,27.25,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,400.0,keV/u,27.5,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,600.0,keV/u,23.5,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,800.0,keV/u,21.0,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,800.0,keV/u,20.6,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,1000.0,keV/u,19.4,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,1000.0,keV/u,18.8,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,2000.0,keV/u,14.4,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,3000.0,keV/u,11.5,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,4000.0,keV/u,9.74,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Yb,s,6000.0,keV/u,7.61,E-15eV cm2/atom,3,173.045,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,300.0,keV/u,25.9,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,400.0,keV/u,24.7,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,600.0,keV/u,18.6,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,800.0,keV/u,16.3,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,800.0,keV/u,15.8,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,1000.0,keV/u,14.6,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,1000.0,keV/u,14.25,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,2000.0,keV/u,10.3,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,3000.0,keV/u,8.29,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,4000.0,keV/u,6.9,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Y,s,6000.0,keV/u,5.4,E-15eV cm2/atom,3,88.90584,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sc,s,300.0,keV/u,20.5,E-15eV cm2/atom,3,44.955908,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sc,s,400.0,keV/u,17.8,E-15eV cm2/atom,3,44.955908,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sc,s,600.0,keV/u,14.3,E-15eV cm2/atom,3,44.955908,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sc,s,800.0,keV/u,12.2,E-15eV cm2/atom,3,44.955908,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sc,s,1000.0,keV/u,10.9,E-15eV cm2/atom,3,44.955908,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,80.0,keV/u,39.8,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,100.0,keV/u,41.2,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,200.0,keV/u,36.6,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,300.0,keV/u,31.1,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,300.0,keV/u,29.0,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,400.0,keV/u,26.8,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,400.0,keV/u,26.0,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,600.0,keV/u,21.8,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,800.0,keV/u,19.1,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,800.0,keV/u,18.7,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,1000.0,keV/u,17.3,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,1000.0,keV/u,17.3,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,2000.0,keV/u,12.25,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,3000.0,keV/u,9.89,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,4000.0,keV/u,8.5,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Sn,s,6000.0,keV/u,6.8,E-15eV cm2/atom,3,118.71,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,80.0,keV/u,31.1,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,100.0,keV/u,32.8,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,200.0,keV/u,33.0,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,300.0,keV/u,29.75,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,300.0,keV/u,31.7,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,400.0,keV/u,27.35,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,400.0,keV/u,28.4,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,600.0,keV/u,23.6,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,800.0,keV/u,20.8,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,800.0,keV/u,20.2,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,1000.0,keV/u,19.0,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,1000.0,keV/u,18.6,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,2000.0,keV/u,14.2,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,3000.0,keV/u,11.6,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,4000.0,keV/u,10.0,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Pt,s,6000.0,keV/u,8.0,E-15eV cm2/atom,3,195.084,2024-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,80.0,keV/u,30.4,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,100.0,keV/u,29.9,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,200.0,keV/u,25.0,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,300.0,keV/u,21.9,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,300.0,keV/u,21.8,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,400.0,keV/u,20.0,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,400.0,keV/u,19.9,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,600.0,keV/u,17.0,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,800.0,keV/u,15.0,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Ge,s,1000.0,keV/u,13.4,E-15eV cm2/atom,3,72.63,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,300.0,keV/u,34.4,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,400.0,keV/u,30.6,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,600.0,keV/u,25.9,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,800.0,keV/u,22.5,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,800.0,keV/u,23.0,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,1000.0,keV/u,20.3,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,1000.0,keV/u,20.3,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,2000.0,keV/u,13.9,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,3000.0,keV/u,11.0,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,4000.0,keV/u,9.1,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,La,s,6000.0,keV/u,7.05,E-15eV cm2/atom,3,138.90547,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,80.0,keV/u,39.6,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,100.0,keV/u,40.4,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,200.0,keV/u,35.7,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,300.0,keV/u,30.7,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,300.0,keV/u,34.1,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,400.0,keV/u,27.9,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,400.0,keV/u,30.7,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,600.0,keV/u,26.0,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,800.0,keV/u,22.8,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
H,1.0,Gd,s,800.0,keV/u,22.2,E-15eV cm2/atom,3,157.25,2023-11-27,1984,Si1984,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",10.1016/0168-583x(84)90577-9,
