projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments,facility,technique,stopping_power_converted,stopping_unit_converted
S,32.0,Ge,s,0.08,MeV/u,4.02,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,4.02,MeV/(mg/cm2)
S,32.0,Ge,s,0.0925,MeV/u,4.54,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,4.54,MeV/(mg/cm2)
S,32.0,Ge,s,0.115625,MeV/u,4.88,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,4.88,MeV/(mg/cm2)
S,32.0,Ge,s,0.1353125,MeV/u,5.29,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,5.29,MeV/(mg/cm2)
S,32.0,Ge,s,0.1371875,MeV/u,5.5,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,5.5,MeV/(mg/cm2)
S,32.0,Ge,s,0.1528125,MeV/u,5.64,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,5.64,MeV/(mg/cm2)
S,32.0,Ge,s,0.1715625,MeV/u,6.24,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,6.24,MeV/(mg/cm2)
S,32.0,Ge,s,0.18125,MeV/u,6.37,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,6.37,MeV/(mg/cm2)
S,32.0,Ge,s,0.1996875,MeV/u,6.86,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,6.86,MeV/(mg/cm2)
S,32.0,Ge,s,0.2265625,MeV/u,7.29,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,7.29,MeV/(mg/cm2)
S,32.0,Ge,s,0.2384375,MeV/u,7.34,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,7.34,MeV/(mg/cm2)
S,32.0,Ge,s,0.2634375,MeV/u,7.67,MeV/(mg/cm2),5,72.63,2023-11-27,2001,Nig2001,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",,,,,7.67,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0118,MeV/u,2.877,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,2.877,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0235,MeV/u,4.011,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,4.011,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0353,MeV/u,4.86,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,4.86,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0471,MeV/u,6.18,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,6.18,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0735,MeV/u,7.653,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,7.653,MeV/(mg/cm2)
S,34.0,Si3N4,s,0.0882,MeV/u,8.263,MeV/(mg/cm2),3-5,20.04042857142857,2023-11-27,2007,Sun2007,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",10.1016/j.nimb.2006.12.184,,,,8.263,MeV/(mg/cm2)
S,32.0,Kr,g,2.52625,MeV/u,9.1,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.1,MeV/(mg/cm2)
S,32.0,Kr,g,2.3725,MeV/u,8.8,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,8.8,MeV/(mg/cm2)
S,32.0,Kr,g,2.220313,MeV/u,9.0,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.0,MeV/(mg/cm2)
S,32.0,Kr,g,2.065625,MeV/u,9.1,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.1,MeV/(mg/cm2)
S,32.0,Kr,g,1.909375,MeV/u,9.1,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.1,MeV/(mg/cm2)
S,32.0,Kr,g,1.752187,MeV/u,9.3,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.3,MeV/(mg/cm2)
S,32.0,Kr,g,1.59375,MeV/u,9.3,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.3,MeV/(mg/cm2)
S,32.0,Kr,g,1.435,MeV/u,9.4,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.4,MeV/(mg/cm2)
S,32.0,Kr,g,1.275313,MeV/u,9.4,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.4,MeV/(mg/cm2)
S,32.0,Kr,g,1.11625,MeV/u,9.3,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.3,MeV/(mg/cm2)
S,32.0,Kr,g,0.9584375,MeV/u,9.3,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.3,MeV/(mg/cm2)
S,32.0,Kr,g,0.8021875,MeV/u,9.2,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.2,MeV/(mg/cm2)
S,32.0,Kr,g,0.6475,MeV/u,9.1,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.1,MeV/(mg/cm2)
S,32.0,Kr,g,0.4965625,MeV/u,8.8,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,8.8,MeV/(mg/cm2)
S,32.0,Kr,g,2.534062,MeV/u,9.0,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.0,MeV/(mg/cm2)
S,32.0,Kr,g,0.535625,MeV/u,8.9,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,8.9,MeV/(mg/cm2)
S,32.0,Kr,g,0.4365625,MeV/u,8.9,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,8.9,MeV/(mg/cm2)
S,32.0,Kr,g,0.3125,MeV/u,9.2,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,9.2,MeV/(mg/cm2)
S,32.0,Kr,g,0.2103125,MeV/u,5.7,MeV/(mg/cm2),3,83.798,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,5.7,MeV/(mg/cm2)
S,32.0,Air,g,0.00625,MeV/u,1.751,MeV/(mg/cm2),8,14.5488,2023-11-27,1968,Fa1968,"B.Fastrup,A.Borup and P.Hvelplund Canadian Journal of Physics 46,489",10.1139/p68-062,Dry Air (ICRU-104) N(78.43%) O(21.08%) Ar(0.47%) C(0.02%),,,1.751,MeV/(mg/cm2)
S,32.0,Air,g,0.009375,MeV/u,2.2063,MeV/(mg/cm2),8,14.5488,2023-11-27,1968,Fa1968,"B.Fastrup,A.Borup and P.Hvelplund Canadian Journal of Physics 46,489",10.1139/p68-062,Dry Air (ICRU-104) N(78.43%) O(21.08%) Ar(0.47%) C(0.02%),,,2.2063,MeV/(mg/cm2)
S,32.0,Air,g,0.0125,MeV/u,2.5995,MeV/(mg/cm2),8,14.5488,2023-11-27,1968,Fa1968,"B.Fastrup,A.Borup and P.Hvelplund Canadian Journal of Physics 46,489",10.1139/p68-062,Dry Air (ICRU-104) N(78.43%) O(21.08%) Ar(0.47%) C(0.02%),,,2.5995,MeV/(mg/cm2)
S,32.0,Air,g,0.015625,MeV/u,2.9521,MeV/(mg/cm2),8,14.5488,2023-11-27,1968,Fa1968,"B.Fastrup,A.Borup and P.Hvelplund Canadian Journal of Physics 46,489",10.1139/p68-062,Dry Air (ICRU-104) N(78.43%) O(21.08%) Ar(0.47%) C(0.02%),,,2.9521,MeV/(mg/cm2)
S,32.0,Ti,s,0.2,MeV/u,9.7,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,9.7,MeV/(mg/cm2)
S,32.0,Ti,s,0.32,MeV/u,12.25,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,12.25,MeV/(mg/cm2)
S,32.0,Ti,s,0.5,MeV/u,14.1,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,14.1,MeV/(mg/cm2)
S,32.0,Ti,s,0.7,MeV/u,14.75,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,14.75,MeV/(mg/cm2)
S,32.0,Ti,s,1.0,MeV/u,14.55,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,14.55,MeV/(mg/cm2)
S,32.0,Ti,s,1.25,MeV/u,14.0,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,14.0,MeV/(mg/cm2)
S,32.0,Ti,s,1.6,MeV/u,13.25,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,13.25,MeV/(mg/cm2)
S,32.0,Ti,s,2.0,MeV/u,12.6,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,12.6,MeV/(mg/cm2)
S,32.0,Ti,s,2.5,MeV/u,11.85,MeV/(mg/cm2),4,47.867,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,11.85,MeV/(mg/cm2)
S,32.0,N2,g,0.1778,MeV/u,12.6,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,12.6,MeV/(mg/cm2)
S,32.0,N2,g,0.2616,MeV/u,18.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.3,MeV/(mg/cm2)
S,32.0,N2,g,0.4306,MeV/u,21.9,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,21.9,MeV/(mg/cm2)
S,32.0,N2,g,0.6131,MeV/u,23.0,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,23.0,MeV/(mg/cm2)
S,32.0,N2,g,0.7322,MeV/u,23.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,23.3,MeV/(mg/cm2)
S,32.0,N2,g,0.7409,MeV/u,23.5,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,23.5,MeV/(mg/cm2)
S,32.0,N2,g,0.8469,MeV/u,23.0,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,23.0,MeV/(mg/cm2)
S,32.0,N2,g,0.9463,MeV/u,22.5,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,22.5,MeV/(mg/cm2)
S,32.0,N2,g,1.128,MeV/u,21.8,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,21.8,MeV/(mg/cm2)
S,32.0,N2,g,1.304,MeV/u,20.9,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,20.9,MeV/(mg/cm2)
S,32.0,N2,g,1.42,MeV/u,21.0,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,21.0,MeV/(mg/cm2)
S,32.0,N2,g,1.513,MeV/u,20.1,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,20.1,MeV/(mg/cm2)
S,32.0,N2,g,1.616,MeV/u,19.8,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,19.8,MeV/(mg/cm2)
S,32.0,N2,g,1.829,MeV/u,19.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,19.3,MeV/(mg/cm2)
S,32.0,N2,g,1.985,MeV/u,18.6,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.6,MeV/(mg/cm2)
S,32.0,N2,g,2.17,MeV/u,18.1,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.1,MeV/(mg/cm2)
S,32.0,N2,g,2.231,MeV/u,17.6,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,17.6,MeV/(mg/cm2)
S,32.0,N2,g,2.249,MeV/u,18.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.3,MeV/(mg/cm2)
S,32.0,N2,g,2.372,MeV/u,16.9,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,16.9,MeV/(mg/cm2)
S,32.0,N2,g,2.466,MeV/u,17.8,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,17.8,MeV/(mg/cm2)
S,32.0,N2,g,2.561,MeV/u,17.0,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,17.0,MeV/(mg/cm2)
S,32.0,N2,g,2.652,MeV/u,16.2,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,16.2,MeV/(mg/cm2)
S,32.0,N2,g,2.773,MeV/u,16.8,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,16.8,MeV/(mg/cm2)
S,32.0,N2,g,1.204,MeV/u,21.4,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,21.4,MeV/(mg/cm2)
S,32.0,N2,g,1.335,MeV/u,20.7,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,20.7,MeV/(mg/cm2)
S,32.0,N2,g,1.429,MeV/u,21.0,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,21.0,MeV/(mg/cm2)
S,32.0,N2,g,1.607,MeV/u,20.4,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,20.4,MeV/(mg/cm2)
S,32.0,N2,g,1.808,MeV/u,18.7,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.7,MeV/(mg/cm2)
S,32.0,N2,g,1.982,MeV/u,18.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.3,MeV/(mg/cm2)
S,32.0,N2,g,2.083,MeV/u,18.3,MeV/(mg/cm2),3,14.007,2023-11-27,1968,Pi1968,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",10.1103/PhysRev.173.390,,,,18.3,MeV/(mg/cm2)
S,32.0,Fe,s,0.187,MeV/u,7.51,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,7.51,MeV/(mg/cm2)
S,32.0,Fe,s,0.2408,MeV/u,8.55,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,8.55,MeV/(mg/cm2)
S,32.0,Fe,s,0.3102,MeV/u,9.6,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,9.6,MeV/(mg/cm2)
S,32.0,Fe,s,0.3791,MeV/u,10.59,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,10.59,MeV/(mg/cm2)
S,32.0,Fe,s,0.4963,MeV/u,11.57,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,11.57,MeV/(mg/cm2)
S,32.0,Fe,s,0.6724,MeV/u,12.65,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,12.65,MeV/(mg/cm2)
S,32.0,Fe,s,0.8826,MeV/u,13.0,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,13.0,MeV/(mg/cm2)
S,32.0,Fe,s,1.119,MeV/u,13.14,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,13.14,MeV/(mg/cm2)
S,32.0,Fe,s,1.788,MeV/u,12.29,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,12.29,MeV/(mg/cm2)
S,32.0,Fe,s,2.176,MeV/u,11.65,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,11.65,MeV/(mg/cm2)
S,32.0,Fe,s,2.639,MeV/u,11.01,MeV/(mg/cm2),4,55.845,2023-11-27,1976,Fs1976,"J.S.Forster,D.Ward,H.R.Andrews,G.C.Ball,G.J.Costa,W.G.Davies and I.V.Mitchell Nucl.Instrum.Methods Phys.Res. 136,349 (1976)",10.1016/0029-554x(76)90218-4,,,,11.01,MeV/(mg/cm2)
S,32.0,Carbon,s,0.00525,MeV/u,2.59,MeV/(mg/cm2),8,12.011,2023-11-27,1966,Fa1966,"B.Fastrup,P.Hvelplund and C.A.Sautter K.Dansk.Videnskab.Selskab Mat.-Fys. Medd. 35 no.10",10.1016/0029-554x(65)90149-7,,,,2.59,MeV/(mg/cm2)
S,32.0,Carbon,s,0.008281,MeV/u,3.36,MeV/(mg/cm2),8,12.011,2023-11-27,1966,Fa1966,"B.Fastrup,P.Hvelplund and C.A.Sautter K.Dansk.Videnskab.Selskab Mat.-Fys. Medd. 35 no.10",10.1016/0029-554x(65)90149-7,,,,3.36,MeV/(mg/cm2)
