projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments,facility,technique,stopping_power_converted,stopping_unit_converted
Xe,132.0,Carbon,s,0.756,MeV/u,73.259,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,73.259,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.958,MeV/u,76.773,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,76.773,MeV/(mg/cm2)
Xe,132.0,Carbon,s,1.096,MeV/u,80.441,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,80.441,MeV/(mg/cm2)
Xe,132.0,Carbon,s,1.328,MeV/u,82.997,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,82.997,MeV/(mg/cm2)
Xe,132.0,Carbon,s,2.468,MeV/u,96.248,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,96.248,MeV/(mg/cm2)
Xe,132.0,Carbon,s,3.92,MeV/u,95.58,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,95.58,MeV/(mg/cm2)
Xe,132.0,Carbon,s,4.645,MeV/u,91.978,MeV/(mg/cm2),5,12.011,2023-11-27,1982,GS1982c," H.Geissel, GSI 82-12 Report, PhD Thesis
    ""Investigations on the deceleration of heavy ions in matter
    in the energy range from 0.5-10 MeV/amu"". Justus-Liebig University, Gieben.
    Data measured at UNILAC- GSI, 1977-81. (ex Gs98)",,,,,91.978,MeV/(mg/cm2)
Xe,132.0,Carbon,s,60.83,MeV/u,26.05,MeV/(mg/cm2),5,12.011,2023-11-27,2004,Mai2004,"M. Maier, Ph.D. Thesis, Univ. of Giessen, values taken from Fet06",,,,,26.05,MeV/(mg/cm2)
Xe,132.0,Carbon,s,91.69,MeV/u,19.32,MeV/(mg/cm2),5,12.011,2023-11-27,2004,Mai2004,"M. Maier, Ph.D. Thesis, Univ. of Giessen, values taken from Fet06",,,,,19.32,MeV/(mg/cm2)
Xe,132.0,Carbon,s,267.3,MeV/u,10.07,MeV/(mg/cm2),5,12.011,2023-11-27,2004,Mai2004,"M. Maier, Ph.D. Thesis, Univ. of Giessen, values taken from Fet06",,,,,10.07,MeV/(mg/cm2)
Xe,132.0,Carbon,s,456.1,MeV/u,7.82,MeV/(mg/cm2),5,12.011,2023-11-27,2004,Mai2004,"M. Maier, Ph.D. Thesis, Univ. of Giessen, values taken from Fet06",,,,,7.82,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.1,MeV/u,23.5,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,23.5,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.2,MeV/u,37.8,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,37.8,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.3,MeV/u,50.1,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,50.1,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.4,MeV/u,59.1,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,59.1,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.5,MeV/u,66.4,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,66.4,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.6,MeV/u,71.5,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,71.5,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.7,MeV/u,74.6,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,74.6,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.8,MeV/u,76.8,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,76.8,MeV/(mg/cm2)
Xe,132.0,Carbon,s,0.9,MeV/u,78.7,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,78.7,MeV/(mg/cm2)
Xe,132.0,Carbon,s,1.0,MeV/u,80.4,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,80.4,MeV/(mg/cm2)
Xe,132.0,Carbon,s,1.5,MeV/u,86.8,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,86.8,MeV/(mg/cm2)
Xe,132.0,Carbon,s,2.0,MeV/u,87.3,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,87.3,MeV/(mg/cm2)
Xe,132.0,Carbon,s,2.5,MeV/u,88.1,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,88.1,MeV/(mg/cm2)
Xe,132.0,Carbon,s,3.0,MeV/u,88.9,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,88.9,MeV/(mg/cm2)
Xe,132.0,Carbon,s,4.0,MeV/u,87.9,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,87.9,MeV/(mg/cm2)
Xe,132.0,Carbon,s,5.0,MeV/u,83.7,MeV/(mg/cm2),6,12.011,2023-11-27,2009,Trz2009,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",10.1016/j.nimb.2009.08.006,,,,83.7,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.053,MeV/u,12.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,12.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.0647,MeV/u,13.6,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,13.6,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.0771,MeV/u,15.7,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,15.7,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.0912,MeV/u,18.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,18.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.105,MeV/u,20.4,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,20.4,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.122,MeV/u,23.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,23.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.138,MeV/u,25.6,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,25.6,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.155,MeV/u,28.5,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,28.5,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.174,MeV/u,31.4,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,31.4,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.194,MeV/u,34.2,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,34.2,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.217,MeV/u,37.3,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,37.3,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.239,MeV/u,40.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,40.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.262,MeV/u,43.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,43.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.29,MeV/u,46.1,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,46.1,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.314,MeV/u,48.0,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,48.0,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.343,MeV/u,50.3,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,50.3,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.369,MeV/u,52.6,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,52.6,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.396,MeV/u,55.2,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,55.2,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.429,MeV/u,58.3,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,58.3,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.472,MeV/u,60.6,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,60.6,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.518,MeV/u,62.9,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,62.9,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.565,MeV/u,65.1,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,65.1,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.621,MeV/u,67.4,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,67.4,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.668,MeV/u,69.3,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,69.3,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.728,MeV/u,70.9,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,70.9,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.789,MeV/u,72.4,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,72.4,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.848,MeV/u,73.5,MeV/(mg/cm2),4,12.011,2023-11-27,2014,Ech2014,"A.Echler, P.Egelhof, P.Grabitz, et al. J. Low Temp. Phys., Jan 14",10.1007/s10909-013-1043-y,,,,73.5,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.053,MeV/u,11.72,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,11.72,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.064,MeV/u,13.64,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,13.64,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.077,MeV/u,15.74,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,15.74,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.091,MeV/u,17.97,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,17.97,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.105,MeV/u,20.27,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,20.27,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.121,MeV/u,22.88,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,22.88,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.138,MeV/u,25.52,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,25.52,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.156,MeV/u,28.33,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,28.33,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.175,MeV/u,31.23,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,31.23,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.195,MeV/u,34.18,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,34.18,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.216,MeV/u,37.17,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,37.17,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.239,MeV/u,40.06,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,40.06,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.262,MeV/u,42.98,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,42.98,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.287,MeV/u,45.81,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,45.81,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.313,MeV/u,48.43,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,48.43,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.34,MeV/u,50.92,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,50.92,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.369,MeV/u,53.25,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,53.25,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.398,MeV/u,55.53,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,55.53,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.428,MeV/u,57.99,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,57.99,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.471,MeV/u,60.79,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,60.79,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.517,MeV/u,63.27,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,63.27,MeV/(mg/cm2)
Xe,131.0,Carbon,s,0.565,MeV/u,65.56,MeV/(mg/cm2),3,12.011,2023-11-27,2017,Ech2017,"A. Echler, P. Egelhof, P. Grabitz, H. Kettunen,S. Kraft-Bermuth, M. Laitinen,  K. Müller, M. Rossi, W.H. Trzaska, A. Virtanen Nucl. Instrum. Methods B 391, 38-51 (2017).",10.1007/s10909-013-1043-y,,,,65.56,MeV/(mg/cm2)
